city,country,host,id,price,review,stars,timestamp,titre
amman,jordan,booking.com,328820,669.0,7.8,3,2018-06-24 21:37:02.802253,kindi hotel
amman,jordan,booking.com,2172679,847.0,5.9,3,2018-06-24 21:37:02.802253,sparr hotel
amman,jordan,booking.com,73780,518.0,5.5,3,2018-06-24 21:37:02.802253,shepherd hotel
amman,jordan,booking.com,254831,720.0,7.4,3,2018-06-24 21:37:02.802253,clermont hotel suites
amman,jordan,booking.com,768584,248.0,5.5,3,2018-06-24 21:37:02.802253,down town yahala hotel
amman,jordan,booking.com,455788,432.0,6.6,1,2018-06-24 21:37:02.802253,kahramana hotel
aqaba,jordan,booking.com,247071,1452.0,5.9,4,2018-06-24 21:37:02.802253,marina plaza hotel
irbid,jordan,booking.com,581774,677.0,7.4,3,2018-06-24 21:37:02.802253,sara crown hotel
amman,jordan,booking.com,1368195,847.0,8.3,3,2018-06-24 21:37:02.802253,ream hotel
"bur dubai, dubai",united arab emirates,booking.com,2068203,418.0,9.0,3,2018-06-24 21:37:02.802253,rove healthcare city
jebel dhanna,united arab emirates,booking.com,45803,868.0,6.8,3,2018-06-24 21:37:02.802253,dhafra beach hotel
"jebel ali, dubai",united arab emirates,booking.com,69945,1318.0,8.1,5,2018-06-24 21:37:02.802253,ja jebel ali beach hotel
sharjah,united arab emirates,booking.com,74597,821.0,7.4,5,2018-06-24 21:37:02.802253,"radisson blu resort, sharjah"
"barsha heights (tecom) , dubai",united arab emirates,booking.com,79827,684.0,7.9,4,2018-06-24 21:37:02.802253,time oak hotel & suites
dubai,united arab emirates,booking.com,2106709,3181.0,8.7,5,2018-06-24 21:37:02.802253,nikki beach resort & spa dubai
madinat zayid,united arab emirates,booking.com,190894,606.0,8.0,4,2018-06-24 21:37:02.802253,tilal liwa hotel - madinat zayed
casablanca,morocco,booking.com,731499,806.0,7.0,4,2018-06-24 21:37:02.802253,imperial casablanca hotel
tangier,morocco,booking.com,463923,2029.0,8.4,5,2018-06-24 21:37:02.802253,grand mogador sea view & spa
fes,morocco,booking.com,386282,700.0,6.7,4,2018-06-24 21:37:02.802253,hotel volubilis
"gauthier, casablanca",morocco,booking.com,98280,1076.0,7.4,4,2018-06-24 21:37:02.802253,barcelo casablanca
amman,jordan,booking.com,1367813,531.0,7.5,3,2018-06-24 21:37:02.802253,meneur hotel
aqaba,jordan,booking.com,1157869,1343.0,5.9,5,2018-06-24 21:37:02.802253,oryx aqaba
amman,jordan,booking.com,309452,1101.0,8.9,3,2018-06-24 21:37:02.802253,comfort hotel suites
amman,jordan,booking.com,1038112,328.0,6.9,2,2018-06-24 21:37:02.802253,haya amman suite hotel
amman,jordan,booking.com,575578,677.0,7.7,3,2018-06-24 21:37:02.802253,diamond hotel suites
amman,jordan,booking.com,340824,677.0,5.5,3,2018-06-24 21:37:02.802253,rama hotel
amman,jordan,booking.com,301420,254.0,6.7,1,2018-06-24 21:37:02.802253,roman theater hotel
amman,jordan,booking.com,73054,593.0,7.7,2,2018-06-24 21:37:02.802253,ola palace hotel
dubai,united arab emirates,booking.com,68150,658.0,7.0,3,2018-06-24 21:37:02.802253,landmark hotel
dubai,united arab emirates,booking.com,1771938,485.0,6.7,3,2018-06-24 21:37:02.802253,al khaleej grand hotel
abu dhabi,united arab emirates,booking.com,1373283,737.0,8.2,5,2018-06-24 21:37:02.802253,jannah burj al sarab
da'sah,united arab emirates,booking.com,74896,2505.0,8.9,5,2018-06-24 21:37:02.802253,anantara desert islands resort & spa
al ain,united arab emirates,booking.com,868474,710.0,8.5,5,2018-06-24 21:37:02.802253,hili rayhaan by rotana
umm al quwain,united arab emirates,booking.com,476322,1146.0,6.9,4,2018-06-24 21:37:02.802253,palma beach resort & spa
al aqah,united arab emirates,booking.com,73247,1263.0,8.0,5,2018-06-24 21:37:02.802253,miramar al aqah beach resort
al ain,united arab emirates,booking.com,277140,1396.0,7.7,5,2018-06-24 21:37:02.802253,danat al ain resort
"trade centre, dubai",united arab emirates,booking.com,2282201,1242.0,8.5,5,2018-06-24 21:37:02.802253,"sheraton grand hotel apartments, dubai"
"emirates hills, dubai",united arab emirates,booking.com,183430,1965.0,9.0,5,2018-06-24 21:37:02.802253,address montgomerie
"ain chock, casablanca",morocco,booking.com,1171509,1008.0,7.5,4,2018-06-24 21:37:02.802253,casablanca suites & spa
chefchaouene,morocco,booking.com,251975,826.0,8.9,2,2018-06-24 21:37:02.802253,casa annasr
tangier,morocco,booking.com,98902,1330.0,7.6,4,2018-06-24 21:37:02.802253,el oumnia puerto
amman,jordan,booking.com,240207,322.0,7.4,2,2018-06-24 21:37:02.802253,new park hotel
amman,jordan,booking.com,782132,1016.0,6.8,3,2018-06-24 21:37:02.802253,al narjis hotel suites
amman,jordan,booking.com,303165,610.0,7.7,3,2018-06-24 21:37:02.802253,amman inn hotel
amman,jordan,booking.com,1777647,597.0,6.0,3,2018-06-24 21:37:02.802253,delmon suites
amman,jordan,booking.com,318550,576.0,6.2,3,2018-06-24 21:37:02.802253,arabela hotel
amman,jordan,booking.com,294073,664.0,7.0,3,2018-06-24 21:37:02.802253,amerie suites hotel
ajloun,jordan,booking.com,448050,593.0,5.5,2,2018-06-24 21:37:02.802253,al jabal castle hotel
dubai,united arab emirates,booking.com,1534120,584.0,7.4,3,2018-06-24 21:37:02.802253,naif view hotel
al aqah,united arab emirates,booking.com,67260,1154.0,7.8,5,2018-06-24 21:37:02.802253,fujairah rotana resort & spa - al aqah beach
abu dhabi,united arab emirates,booking.com,910150,496.0,8.0,4,2018-06-24 21:37:02.802253,ramada abu dhabi corniche
dubai,united arab emirates,booking.com,188093,606.0,6.9,4,2018-06-24 21:37:02.802253,moscow hotel
dubai,united arab emirates,booking.com,67222,587.0,7.5,4,2018-06-24 21:37:02.802253,summit hotel (formerly hallmark hotel)
abu dhabi,united arab emirates,booking.com,67273,583.0,8.2,5,2018-06-24 21:37:02.802253,corniche hotel abu dhabi
al ain,united arab emirates,booking.com,2204887,591.0,8.5,4,2018-06-24 21:37:02.802253,aloft al ain
agadir,morocco,booking.com,1468087,1680.0,7.3,2,2018-06-24 21:37:02.802253,residence amwaj
larache,morocco,booking.com,2628283,2422.0,7.4,4,2018-06-24 21:37:02.802253,lixus beach resort
sowayma,jordan,booking.com,1759128,1173.0,7.1,4,2018-06-24 21:37:02.802253,grand east hotel - resort & spa dead sea
amman,jordan,booking.com,318585,700.0,8.1,3,2018-06-24 21:37:02.802253,the conroy boutique hotel
amman,jordan,booking.com,1805221,593.0,6.0,2,2018-06-24 21:37:02.802253,dove hotel amman
aqaba,jordan,booking.com,705662,593.0,6.7,3,2018-06-24 21:37:02.802253,mass paradise hotel
aqaba,jordan,booking.com,385333,508.0,6.8,3,2018-06-24 21:37:02.802253,summer bay resort
dubai,united arab emirates,booking.com,67256,554.0,8.7,3,2018-06-24 21:37:02.802253,j5 hotels - port saeed
umm al quwain,united arab emirates,booking.com,372508,577.0,6.4,3,2018-06-24 21:37:02.802253,royal residence resort
"bur dubai, dubai",united arab emirates,booking.com,391928,719.0,7.8,5,2018-06-24 21:37:02.802253,melia dubai
fujairah,united arab emirates,booking.com,259056,678.0,8.5,4,2018-06-24 21:37:02.802253,nour arjaan by rotana - fujairah
"dubai investment park, dubai",united arab emirates,booking.com,73794,874.0,7.8,4,2018-06-24 21:37:02.802253,"courtyard by marriott dubai, green community"
"bur dubai, dubai",united arab emirates,booking.com,67288,802.0,8.0,5,2018-06-24 21:37:02.802253,movenpick hotel & apartments bur dubai
madinat zayid,united arab emirates,booking.com,1587939,778.0,8.2,4,2018-06-24 21:37:02.802253,western hotel - madinat zayed
dubai,united arab emirates,booking.com,67306,540.0,7.8,4,2018-06-24 21:37:02.802253,versailles by raviz hotel
khemisset,morocco,booking.com,257094,1050.0,7.5,4,2018-06-24 21:37:02.802253,hotel dar eddaya
ouarzazate,morocco,booking.com,287095,756.0,8.1,3,2018-06-24 21:37:02.802253,oscar hotel by atlas studios
tangier,morocco,booking.com,2130906,2879.0,8.7,5,2018-06-24 21:37:02.802253,hilton tanger city center hotel & residences
"medina, marrakech",morocco,booking.com,2220079,2975.0,9.1,5,2018-06-24 21:37:02.802253,riad lavande
wadi musa,jordan,booking.com,3696120,677.0,,3,2018-06-24 21:37:02.802253,oscar hotel petra
dubai,united arab emirates,booking.com,1157857,737.0,7.7,3,2018-06-24 21:37:02.802253,al sarab hotel
dubai,united arab emirates,booking.com,338789,398.0,7.6,4,2018-06-24 21:37:02.802253,hues boutique hotel
sharjah,united arab emirates,booking.com,68386,873.0,7.9,4,2018-06-24 21:37:02.802253,coral beach resort sharjah
"bur dubai, dubai",united arab emirates,booking.com,183432,432.0,7.4,4,2018-06-24 21:37:02.802253,sea view hotel dubai
"downtown dubai, dubai",united arab emirates,booking.com,74783,3439.0,9.0,5,2018-06-24 21:37:02.802253,address downtown
dubai,united arab emirates,booking.com,74651,531.0,7.5,4,2018-06-24 21:37:02.802253,avenue hotel dubai
"bur dubai, dubai",united arab emirates,booking.com,262882,321.0,7.4,3,2018-06-24 21:37:02.802253,citymax hotel bur dubai
al ain,united arab emirates,booking.com,1248174,712.0,8.3,4,2018-06-24 21:37:02.802253,ayla bawadi hotel & mall
"bur dubai, dubai",united arab emirates,booking.com,466659,390.0,6.3,2,2018-06-24 21:37:02.802253,grand nova hotel
casablanca,morocco,booking.com,304573,1235.0,7.6,4,2018-06-24 21:37:02.802253,park suites hotel & spa
aqaba,jordan,booking.com,3578047,593.0,,2,2018-06-24 21:37:02.802253,darak motel
wadi as sir,jordan,booking.com,3567268,847.0,,3,2018-06-24 21:37:02.802253,shqq Hnyn lfndqyh
dubai,united arab emirates,booking.com,183411,468.0,7.2,4,2018-06-24 21:37:02.802253,landmark riqqa hotel
abu dhabi,united arab emirates,booking.com,1500254,691.0,8.0,4,2018-06-24 21:37:02.802253,al seef resort & spa by andalus
dubai,united arab emirates,booking.com,1771845,458.0,5.5,2,2018-06-24 21:37:02.802253,queens hotel
dubai,united arab emirates,booking.com,2016585,3275.0,,4,2018-06-24 21:37:02.802253,nasma luxury stays - index tower
"barsha heights (tecom) , dubai",united arab emirates,booking.com,268505,550.0,6.9,4,2018-06-24 21:37:02.802253,ramee rose hotel
"bur dubai, dubai",united arab emirates,booking.com,187980,589.0,7.3,4,2018-06-24 21:37:02.802253,capitol hotel
dubai,united arab emirates,booking.com,23851,557.0,7.7,4,2018-06-24 21:37:02.802253,city seasons hotel dubai
umm al quwain,united arab emirates,booking.com,313705,1637.0,6.6,4,2018-06-24 21:37:02.802253,umm al quwain beach hotel
"dubai investment park, dubai",united arab emirates,booking.com,188272,541.0,8.0,3,2018-06-24 21:37:02.802253,premier inn dubai investments park
marrakech,morocco,booking.com,1319725,532.0,7.8,3,2018-06-24 21:37:02.802253,hotel relax marrakech
tangier,morocco,booking.com,235950,1267.0,7.8,4,2018-06-24 21:37:02.802253,golden tulip andalucia golf tanger
"gueliz, marrakech",morocco,booking.com,247837,762.0,7.1,4,2018-06-24 21:37:02.802253,la renaissance hotel
"al barsha, dubai",united arab emirates,booking.com,403780,652.0,8.4,4,2018-06-24 21:37:02.802253,cosmopolitan hotel dubai - al barsha
abu dhabi,united arab emirates,booking.com,72960,740.0,8.2,5,2018-06-24 21:37:02.802253,crowne plaza abu dhabi
dibba,united arab emirates,booking.com,319706,861.0,7.8,5,2018-06-24 21:37:02.802253,"radisson blu resort, fujairah"
dubai,united arab emirates,booking.com,71449,696.0,8.0,4,2018-06-24 21:37:02.802253,samaya hotel deira
dubai,united arab emirates,booking.com,71613,663.0,7.2,4,2018-06-24 21:37:02.802253,avari dubai hotel
abu dhabi,united arab emirates,booking.com,69024,737.0,7.2,1,2018-06-24 21:37:02.802253,al diar mina hotel
al ain,united arab emirates,booking.com,67250,849.0,7.7,4,2018-06-24 21:37:02.802253,mercure grand jebel hafeet
dubai,united arab emirates,booking.com,2468709,386.0,6.2,1,2018-06-24 21:37:02.802253,new avon hotel
"bur dubai, dubai",united arab emirates,booking.com,67427,484.0,7.4,4,2018-06-24 21:37:02.802253,grand excelsior hotel - bur dubai
tiznit,morocco,booking.com,257629,784.0,7.9,4,2018-06-24 21:37:02.802253,hotel idou tiznit
annakhil,morocco,booking.com,98452,614.0,8.1,4,2018-06-24 21:37:02.802253,hotel kasbah le mirage & spa
amman,jordan,booking.com,3471250,847.0,,3,2018-06-24 21:37:02.802253,haneen hotel apartments
dubai,united arab emirates,booking.com,442573,720.0,7.5,4,2018-06-24 21:37:02.802253,ramada deira
"jebel ali, dubai",united arab emirates,booking.com,504150,786.0,5.7,1,2018-06-24 21:37:02.802253,easyhotel jebel ali
umm al quwain,united arab emirates,booking.com,241303,1404.0,7.6,4,2018-06-24 21:37:02.802253,barracuda beach resort
"bur dubai, dubai",united arab emirates,booking.com,307755,694.0,7.9,4,2018-06-24 21:37:02.802253,ramada jumeirah hotel
al marfa',united arab emirates,booking.com,183413,1225.0,8.0,3,2018-06-24 21:37:02.802253,mirfa hotel
dubai,united arab emirates,booking.com,341204,727.0,7.4,2,2018-06-24 21:37:02.802253,grand square hotel
"al awir, dubai",united arab emirates,booking.com,1588457,693.0,7.7,3,2018-06-24 21:37:02.802253,ibis styles dragon mart dubai
"bur dubai, dubai",united arab emirates,booking.com,237454,475.0,5.3,2,2018-06-24 21:37:02.802253,rush inn hotel
"bur dubai, dubai",united arab emirates,booking.com,355035,652.0,7.6,4,2018-06-24 21:37:02.802253,mercure gold hotel al mina road dubai
tangier,morocco,booking.com,304402,980.0,7.0,3,2018-06-24 21:37:02.802253,hotel chellah
fes,morocco,booking.com,345704,693.0,7.5,4,2018-06-24 21:37:02.802253,barcelo fes medina
al hoceima,morocco,booking.com,98858,910.0,8.3,3,2018-06-24 21:37:02.802253,hotel la perla
ajman,united arab emirates,booking.com,473610,870.0,8.0,5,2018-06-24 21:37:02.802253,bahi ajman palace hotel
"bur dubai, dubai",united arab emirates,booking.com,67255,491.0,6.6,4,2018-06-24 21:37:02.802253,the country club hotel dubai
dubai,united arab emirates,booking.com,191600,445.0,7.7,3,2018-06-24 21:37:02.802253,ibis al rigga
dubai,united arab emirates,booking.com,244634,488.0,7.3,3,2018-06-24 21:37:02.802253,jonrad hotel
abu dhabi,united arab emirates,booking.com,69310,607.0,7.8,4,2018-06-24 21:37:02.802253,oryx hotel
